Company Name,Tradestyle,Address Line 1,City,Province,Postal Code,Country,Phone,URL,Revenue (USD),Employees (Single Site),Employees (Blended Sites),Business Description,Ownership Type,Entity Type,Parent Company,Parent Country,Ultimate Parent Company,Ultimate Parent Country,D&B Hoovers Industry,NAICS 2012 Code,NAICS 2012 Description,Import/Export Status,Manufacturing Status
Ontario Federation For Cerebral Palsy,,1724 Bath Rd,Kingston,Ontario,K7M 4Y2,Canada,613-384-1957,http://www.ofcp.ca,,20,20,"Ontario Federation For Cerebral Palsy is primarily engaged in providing one or more of a wide variety of individual and family social, counseling, welfare, or referral services, including refugee, disaster, and temporary relief services. This industry includes offices of specialists providing counseling, referral, and other social services.",Private,Branch,Ontario Federation For Cerebral Palsy,Canada,Ontario Federation For Cerebral Palsy,Canada,Social and Rehabilitation Services,624120,Services for the Elderly and Persons with Disabilities,,
Ontario Fun Flyers Inc,,2437 Princess St Suite 100,Kingston,Ontario,K7M 3G1,Canada,,,"170,059.08",2,2,"Ontario Fun Flyers Inc is primarily engaged in offering specialized vocational courses, not elsewhere classified. Also This also includes furnishing educational courses by mail. Offices maintained by such schools for the sale of correspondence courses are included.",Private,Independent,,,,,Miscellaneous Educational Services,611512,Flight Training,,
Ontario Hall Queens Unive,,115 Barrack St,Kingston,Ontario,K7L 3N6,Canada,613-650-7243,,"130,045.18",1,1,"Colleges, universities, and professional schools furnishing academic courses and granting academic degrees. The requirement for admission is at least a high school diploma or equivalent general academic training.",Private,Independent,,,,,Colleges and Universities,611310,"Colleges, Universities, and Professional Schools",,
Ontario Lung Association,"Lung Association, The",4 Cataraqui St Suite 201,Kingston,Ontario,K7K 1Z7,Canada,613-545-3462,http://www.youthadvocacy.ca,,2,2,Ontario Lung Association is primarily engaged in community improvement and social change. Organizations primarily engaged in soliciting contributions on their own account and administering appropriations and allocating funds among other agencies engaged in social welfare services are also included.,Private,Branch,Ontario Lung Association,Canada,Ontario Lung Association,Canada,Associations and Organizations,813319,Other Social Advocacy Organizations,,
Ontario Nurses' Association,ONA,4 Cataraqui St Suite 203,Kingston,Ontario,K7K 1Z7,Canada,613-545-1110,,,10,10,Ontario Nurses' Association is an organization of workers for the improvement of wages and working conditions.,Private,Branch,Ontario Nurses' Association,Canada,Ontario Nurses' Association,Canada,Associations and Organizations,813930,Labor Unions and Similar Labor Organizations,,
Ontario Nurses Association Local 99,,837 Princess St Suite 400,Kingston,Ontario,K7L 1G8,Canada,613-546-0906,,"730,253.76",5,5,Ontario Nurses Association Local 99 is an organization of workers for the improvement of wages and working conditions.,Private,Independent,,,,,Associations and Organizations,813930,Labor Unions and Similar Labor Organizations,,
Ontario Provincial Fence,,36 Rockford Pl,Kingston,Ontario,K7K 5Z8,Canada,613-453-3722,,"120,041.71",1,1,"Ontario Provincial Fence is a special trade contractor primarily engaged in  construction work, not elsewhere classified, such as construction of swimming pools and fences, erection and installation of ornamental metal work, house moving, shoring work, waterproofing, dampproofing, fireproofing, sandblasting, and steam cleaning of building exteriors.",Private,Independent,,,,,Specialty Construction Trade Contractors,238990,All Other Specialty Trade Contractors,,
Ontario Public Service Employees Union,OPSEU Local 465,166 Brock St,Kingston,Ontario,K7L 5G2,Canada,613-545-0920,http://www.opseu.org,,1,1,Ontario Public Service Employees Union is an organization of workers for the improvement of wages and working conditions.,Private,Branch,Ontario Public Service Employees Union,Canada,Ontario Public Service Employees Union,Canada,Associations and Organizations,813930,Labor Unions and Similar Labor Organizations,,
Ontario Public Service Employees Union,OPSEU,824 John Counter Blvd,Kingston,Ontario,K7K 2R1,Canada,,http://www.opseu.org,,1,1,Ontario Public Service Employees Union is an organization of workers for the improvement of wages and working conditions.,Private,Branch,Ontario Public Service Employees Union,Canada,Ontario Public Service Employees Union,Canada,Associations and Organizations,813930,Labor Unions and Similar Labor Organizations,,
Ontario Public Service Employees Union,O.P.S.E.U.,920 Princess St Unit 102,Kingston,Ontario,K7L 1H1,Canada,613-544-8869,http://www.opseu.org,,6,6,Ontario Public Service Employees Union is an organization of workers for the improvement of wages and working conditions.,Private,Branch,Ontario Public Service Employees Union,Canada,Ontario Public Service Employees Union,Canada,Associations and Organizations,813930,Labor Unions and Similar Labor Organizations,,
Ontario Queen Shell,,285 Ontario St,Kingston,Ontario,K7K 2X7,Canada,613-546-4857,,"300,104.29",7,7,"Ontario Queen Shell is primarily engaged in providing gas services in combination with other services, with gas services as the major part though less than 95 percent of the total.",Private,Independent,,,,,Electricity Generation and Distribution,221210,Natural Gas Distribution,,
Ontario Realty Corporation,,14 Gable Lane,Kingston,Ontario,K7M 9A7,Canada,613-545-0386,http://www.infrastructureontario.ca,,1,1,"Ontario Realty Corporation is primarily engaged in renting, buying, selling, managing, and appraising real estate for others.",Private,Branch,Ontario Realty Corporation,Canada,Ontario Realty Corporation,Canada,Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,,
"Ontario Secondary School Teachers' Federation, The",Limestone Districts,735 Arlington Park Pl Suite C,Kingston,Ontario,K7M 8M8,Canada,613-546-6985,http://www.osstf.on.ca,,3,3,"Ontario Secondary School Teachers' Federation, The is a membership organization engaged in civic, social, or fraternal activities.",Private,Branch,"Ontario Secondary School Teachers' Federation, The",Canada,"Ontario Secondary School Teachers' Federation, The",Canada,Associations and Organizations,813410,Civic and Social Organizations,,
Ontario Vocational Rehab,,1055 Princess St Unit 1,Kingston,Ontario,K7L 5T3,Canada,613-545-0539,,"45,015.641",1,1,"Ontario Vocational Rehab is primarily engaged in operating reducing and other health clubs, spas, and similar facilities featuring exercise and other active physical fitness conditioning, whether or not on a membership basis. Also included in this industry are establishments providing aerobic dance and exercise classes.",Private,Independent,,,,,Fitness and Recreation Centers,713940,Fitness and Recreational Sports Centers,,
Ontario Water Well Fractuting,,4520 Davidson,Inverary,Ontario,K0H 1X0,Canada,613-353-7819,http://www.ontariowaterwellfracturing.com,,1,1,"Ontario Water Well Fractuting is a special trade contractor primarily engaged in  construction work, not elsewhere classified, such as construction of swimming pools and fences, erection and installation of ornamental metal work, house moving, shoring work, waterproofing, dampproofing, fireproofing, sandblasting, and steam cleaning of building exteriors.",Private,Independent,,,,,Specialty Construction Trade Contractors,238990,All Other Specialty Trade Contractors,,
OntarioPVPower,,1181 Gladstone Way,Kingston,Ontario,K7P 2J5,Canada,,,"200,069.52",1,1,"OntarioPVPower is primarily engaged in selling primarily lumber, or lumber and a general line of building materials, to the general public. While these establishments may sell primarily to construction contractors, they are known as retail in the trade. The lumber which they sell may include rough and dressed lumber, flooring, molding, doors, sashes, frames, and other millwork. The building materials may include roofing, siding, shingles, wallboard, paint, brick, tile, cement, sand, gravel, and other building materials and supplies. Hardware is often an important line sold by retail lumber and building materials dealers.",Private,Independent,,,,,Home and Garden Retail,444190,Other Building Material Dealers,,TRUE
Oomen's Bakery,,2317 Washburn Rd,Inverary,Ontario,K0H 1X0,Canada,613-353-6794,,"170,059.08",2,2,"Oomen's Bakery is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Private,Independent,,,,,Food Manufacturing,311812,Commercial Bakeries,,TRUE
Oomens Glass Ltd,,1033 John Counter Blvd,Kingston,Ontario,K7K 6C7,Canada,613-417-0884,http://www.ljrsc.com,,1,1,"Oomens Glass Ltd is primarily engaged in selling primarily lumber, or lumber and a general line of building materials, to the general public. While these establishments may sell primarily to construction contractors, they are known as retail in the trade. The lumber which they sell may include rough and dressed lumber, flooring, molding, doors, sashes, frames, and other millwork. The building materials may include roofing, siding, shingles, wallboard, paint, brick, tile, cement, sand, gravel, and other building materials and supplies. Hardware is often an important line sold by retail lumber and building materials dealers.",Private,Independent,,,,,Home and Garden Retail,444110,Home Centers,,
Oosterhof Electric Services Ltd,,1128 Sunnyside Rd Unit 5,Kingston,Ontario,K7L 4V4,Canada,613-541-0101,http://www.oosterhofelectric.com,"960,333.65",8,8,Oosterhof Electric Services Ltd is a special trade contractor primarily engaged in  electrical work at the site.,Private,Independent,,,,,Specialty Construction Trade Contractors,238210,Electrical Contractors and Other Wiring Installation Contractors,,
Open Text Corporation,,1224 Gardiners Rd,Kingston,Ontario,K7P 0G2,Canada,613-548-4355,,,85,85,"Open Text Corporation is primarily engaged in the design, development, and production of prepackaged computer software. Important products of this industry include operating, utility, and applications programs. Establishments of this industry may also provide services such as preparation of software documentation for the user-installation of software for the user; and training the user in the use of the software.",Private,Branch,Open Text Corporation,Canada,Open Text Corporation,Canada,Software,511210,Software Publishers,,
Op-For Corp,,1066 Caitlin Cres,Kingston,Ontario,K7P 2S4,Canada,613-389-6940,,"220,076.46",2,2,"Op-For Corp is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Private,Independent,,,,,Consulting Services,541618,Other Management Consulting Services,Exports,
OPS Inc,Operational Performance Systems,638 Fortune Cres,Kingston,Ontario,K7P 2T3,Canada,613-530-3419,http://www.ops-inc.ca,"2,800,973.20",26,26,"OPS Inc is primarily engaged in manufacturing office and store fixtures, shelving, storage racks, lockers, and related fabricated products, chiefly of materials other than wood.",Private,Independent,,,,,Furniture Manufacturing,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",Exports,TRUE
Optiac Solutions Inc,,177 Wellington St,Kingston,Ontario,K7L 3E3,Canada,613-634-9596,,"110,038.23",1,1,"Optiac Solutions Inc is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Private,Independent,,,,,Consulting Services,541618,Other Management Consulting Services,,
Optical Factory,,135 Princess St,Kingston,Ontario,K7L 1A8,Canada,613-549-2991,http://www.theopticalfactory.ca,"130,045.18",1,1,Optical Factory is primarily engaged in the retail sale of eyeglasses and contact lenses to prescription for individuals.,Private,Independent,,,,,Pharmacies and Personal Care Stores,446130,Optical Goods Stores,,
Optical Vision Of Canada Ltd,Laurier Optical,945 Gardiners Rd Unit 49,Kingston,Ontario,K7M 7H4,Canada,613-546-4444,http://www.laurier-optical.com,,3,3,Optical Vision Of Canada Ltd is primarily engaged in the retail sale of eyeglasses and contact lenses to prescription for individuals.,Private,Branch,Optical Vision Of Canada Ltd,Canada,Optical Vision Of Canada Ltd,Canada,Pharmacies and Personal Care Stores,446130,Optical Goods Stores,,
Opticut Technologies Inc,,4352 Bath Rd,Kingston,Ontario,K7M 4Y7,Canada,613-389-9952,,"150,052.15",,1,"Opticut Technologies Inc is primarily engaged in manufacturing machinery, equipment, and components for general industrial use, and for which no special classification is provided.",Private,Parent,,,,,Machinery and Equipment Manufacturing,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,Exports,TRUE
Optimum Foot Orthotics Inc,,1296 Bath Rd Suite 3,Kingston,Ontario,K7M 4X3,Canada,613-777-0707,http://www.optimumfootorthotics.com,"420,145.96",3,3,"Optimum Foot Orthotics Inc is primarily engaged in manufacturing orthopedic, prosthetic, and surgical appliances and supplies, arch supports and other foot appliances; fracture appliances, elastic hosiery, abdominal supporters, braces, and trusses; bandages; surgical gauze and dressings; sutures; adhesive tapes and medicated plasters; and personal safety appliances and equipment.",Private,Independent,,,,,Medical Equipment and Supplies,339113,Surgical Appliance and Supplies Manufacturing,,TRUE
Options for Change Community Addictions Treatment Services,,303 Bagot St Suite 300,Kingston,Ontario,K7K 5W7,Canada,613-546-1758,,"1,600,556.10",15,15,"Options for Change Community Addictions Treatment Services is primarily engaged in outpatient care of a specialized nature with permanent facilities and with medical staff to provide diagnosis, treatment, or both for patients who are ambulatory and do not require inpatient care.",Nonprofit,Independent,,,,,Outpatient Care,621498,All Other Outpatient Care Centers,,
Options For Diabetes,,797 Princess St Suite 316,Kingston,Ontario,K7L 1G1,Canada,,,"140,048.65",1,1,Options For Diabetes is primarily engaged in community improvement and social change. Organizations primarily engaged in soliciting contributions on their own account and administering appropriations and allocating funds among other agencies engaged in social welfare services are also included.,Private,Independent,,,,,Associations and Organizations,813319,Other Social Advocacy Organizations,,
Orange Julius,,945 Gardiners Rd Suite 168,Kingston,Ontario,K7M 7H4,Canada,613-384-7772,,"390,135.53",10,10,Orange Julius is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Private,Independent,,,,,Restaurants and Bars,722511,Full-Service Restaurants,,
Oriental Grocery,,455 Princess St,Kingston,Ontario,K7L 1C3,Canada,613-544-6555,,"150,052.15",1,1,"Oriental Grocery is a supermarket/grocery store, primarily engaged in the retail sale of all sorts of canned foods and dry goods, such as tea, coffee, spices, sugar, and flour; fresh fruits and vegetables; and fresh and prepared meats, fish, and poultry.",Private,Independent,,,,,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,,
Origin And Cause Inc,,664 Sussex Blvd,Kingston,Ontario,K7M 5A8,Canada,613-634-0101,,"130,045.18",1,1,"Agents primarily representing one or more insurance carriers, or brokers not representing any particular carriers primarily engaged as independent contractors in the sale or placement of insurance contracts with carriers, but not employees of the insurance carriers they represent. This industry also includes independent organizations concerned with insurance services.",Private,Independent,,,,,Insurance Agents,524210,Insurance Agencies and Brokerages,,
Original 6 Sport Bar,,46 Montreal St,Kingston,Ontario,K7K 3E6,Canada,613-767-1714,,,10,10,Original 6 Sport Bar is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Private,Independent,,,,,Restaurants and Bars,722511,Full-Service Restaurants,,
Ormsbee Enterprises Inc,Ormsbee's Mercantile,3814 Battersea Rd,Inverary,Ontario,K0H 1X0,Canada,613-353-6990,,"1,700,590.80",15,15,"Ormsbee Enterprises Inc is primarily engaged in the retail sale of a general line of apparel, dry goods, hardware, housewares or home furnishings, groceries, and other lines in limited amounts. Stores selling commodities covered in the definition for department stores, but normally having less than 50 employees, and stores usually known as country general stores are included in this industry.",Private,Independent,,,,,Department Stores,452990,All Other General Merchandise Stores,,
Orthodox Christian Parish-St Gregory of NYSSA,,974 Sydenham Rd,Kingston,Ontario,K7M 3L7,Canada,,,"84,029.19",1,1,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media.",Nonprofit,Independent,,,,,Associations and Organizations,813110,Religious Organizations,,
"Osanic, Philip M Barrister and Solicitor",,819 Blackburn Mews,Kingston,Ontario,K7P 2N7,Canada,613-634-4440,,"230,079.95",2,2,Establishments which are headed by members of the bar and are primarily engaged in offering legal advice or services.,Private,Independent,,,,,Legal Services,541110,Offices of Lawyers,,
Osgoode Properties Ltd,Bayridge Court,1015 Pembridge Cres Suite 101,Kingston,Ontario,K7P 1M8,Canada,613-389-8955,http://www.osgoodeproperties.com,,4,4,"Osgoode Properties Ltd is primarily engaged in renting, buying, selling, managing, and appraising real estate for others.",Private,Branch,Osgoode Properties Ltd,Canada,Osgoode Properties Ltd,Canada,Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,,
Osgoode Properties Ltd,Westview Place Apartments,52 Bayswater Pl,Kingston,Ontario,K7M 2C2,Canada,613-542-9590,http://www.osgoodeproperties.com,,5,5,"Osgoode Properties Ltd is primarily engaged in renting, buying, selling, managing, and appraising real estate for others.",Private,Branch,Osgoode Properties Ltd,Canada,Osgoode Properties Ltd,Canada,Real Estate Agents and Brokers,531311,Residential Property Managers,,
Osprey Media Publishing Inc,Kingston Publications,11 Princess St Suite 205,Kingston,Ontario,K7L 1A1,Canada,,,,7,7,"Osprey Media Publishing Inc is primarily engaged in publishing periodicals, or in publishing and printing periodicals. These establishments carry on the various operations necessary for issuing periodicals, but may or may not perform their own printing.",Private,Branch,Osprey Media Publishing Inc,Canada,Quebecor Media Inc,Canada,Publishing,511120,Periodical Publishers,,TRUE
Osprey Media Publishing Inc,Kingston this Week,607 Gardiners Rd,Kingston,Ontario,K7M 3Y4,Canada,613-389-7400,,,25,25,"Osprey Media Publishing Inc is primarily engaged in publishing newspapers, or in publishing and printing newspapers. These establishments carry on the various operations necessary for issuing newspapers, including the gathering of news and the preparation of editorials and advertisements, but may or may not perform their own printing. Commercial printing is frequently carried on in publishing and printing newspapers.",Private,Branch,Osprey Media Publishing Inc,Canada,Quebecor Media Inc,Canada,Publishing,511110,Newspaper Publishers,,TRUE
Osprey Media Publishing Inc,"Kingston Whig Standard, The",6 Cataraqui St Suite 427,Kingston,Ontario,K7K 1Z7,Canada,613-544-5000,,,190,190,"Osprey Media Publishing Inc is primarily engaged in publishing newspapers, or in publishing and printing newspapers. These establishments carry on the various operations necessary for issuing newspapers, including the gathering of news and the preparation of editorials and advertisements, but may or may not perform their own printing. Commercial printing is frequently carried on in publishing and printing newspapers.",Private,Branch,Osprey Media Publishing Inc,Canada,Quebecor Media Inc,Canada,Publishing,511110,Newspaper Publishers,,TRUE
OSV Sales,,86 Pine St,Kingston,Ontario,K7K 1W7,Canada,,,"170,059.08",1,1,"OSV Sales is primarily engaged in the wholesale distribution of electronic parts and electronic communications equipment, not elsewhere classified, such as telephone and telegraphic equipment; radio and television broadcasting and communications equipment; and intercommunications equipment.",Private,Independent,,,,,Electronics Wholesale,423690,Other Electronic Parts and Equipment Merchant Wholesalers,,
"Otis Canada, Inc",,116 Wellington St,Kingston,Ontario,K7L 3C7,Canada,,http://www.otis.com,,2,2,"Otis Canada, Inc is a special trade contractor primarily engaged in  the installation or erection of building equipment, not elsewhere classified, such as elevators, pneumatic tube systems, and dust collecting equipment. This industry also includes contractors primarily engaged in the installation or dismantling of machinery or other industrial equipment.",Private,Branch,"Otis Canada, Inc",Canada,United Technologies Corporation,United States,Specialty Construction Trade Contractors,238290,Other Building Equipment Contractors,,
Otto's Art Metal Limited,Otam Steel,2213 Unity Rd,Elginburg,Ontario,K0H 1M0,Canada,613-542-3494,,"950,330.14",5,5,"Otto's Art Metal Limited is primarily engaged in fabricating iron and steel or other metal for structural purposes, such as bridges, buildings, and sections for ships, boats, and barges.",Private,Independent,,,,,Metal Products Manufacturing,332312,Fabricated Structural Metal Manufacturing,,TRUE
Our Lady of Fatima Parish,,588 Division St,Kingston,Ontario,K7K 4B6,Canada,613-546-5011,,"170,059.08",2,2,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media.",Nonprofit,Independent,,,,,Associations and Organizations,813110,Religious Organizations,,
Outfitz Sheet Metal,,786 Canniff Pl,Kingston,Ontario,K7M 6T9,Canada,,,"400,139.03",3,3,"Outfitz Sheet Metal is a special trade contractor primarily engaged in  the installation of roofing, siding, and sheet metal work.",Private,Independent,,,,,Specialty Construction Trade Contractors,238390,Other Building Finishing Contractors,,
Outlook Camping Inc,Camp Outlook Kingston,101 Union St W,Kingston,Ontario,K7L 2N9,Canada,613-544-6444,http://www.campoutlook.ca,"270,093.86",5,5,"Outlook Camping Inc is primarily engaged in providing one or more of a wide variety of individual and family social, counseling, welfare, or referral services, including refugee, disaster, and temporary relief services. This industry includes offices of specialists providing counseling, referral, and other social services.",Nonprofit,Independent,,,,,Social and Rehabilitation Services,624110,Child and Youth Services,,
Ovation Travel Experiences Inc,,1033 Sydenham Rd,Kingston,Ontario,K7M 3L8,Canada,,,"1,600,556.10",10,10,"Ovation Travel Experiences Inc is primarily engaged in providing live theatrical presentations, such as road companies and summer theaters. This industry also includes services allied with theatrical presentations, such as casting agencies; booking agencies for plays, artists, and concerts; scenery, lighting, and other equipment services; and theatrical ticket agencies. Also included in this industry are producers of live and taped radio programs and commercials and producers of live television programs.",Private,Independent,,,,,Promoters and Agents,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",,
Overeaters' Anonymous,,407 Coronation Blvd,Kingston,Ontario,K7M 5R1,Canada,613-634-2159,http://www.oa.org,"140,048.65",1,1,"Overeaters' Anonymous is primarily engaged in providing one or more of a wide variety of individual and family social, counseling, welfare, or referral services, including refugee, disaster, and temporary relief services. This industry includes offices of specialists providing counseling, referral, and other social services.",Private,Independent,,,,,Social and Rehabilitation Services,624190,Other Individual and Family Services,,
"Overington, Dr Murray J",,797 Princess St Suite 312,Kingston,Ontario,K7L 1G1,Canada,613-546-6652,,"1,100,382.30",13,13,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621111,Offices of Physicians (except Mental Health Specialists),,
"Overington, Dr Nancy",,325 University Ave,Kingston,Ontario,K7L 3R4,Canada,613-544-2902,,"83,028.845",1,1,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621111,Offices of Physicians (except Mental Health Specialists),,
Overstock,,169 Princess St,Kingston,Ontario,K7L 1A9,Canada,613-545-3207,,"170,059.08",2,2,"Overstock is primarily engaged in the retail sale of clothing, furnishings, and accessories for men, women, and children, without specializing in sales for an individual sex or age group.",Private,Independent,,,,,Clothing and Apparel Stores,448140,Family Clothing Stores,,
Overtime Sports Bar,,1677 Bath Rd Suite C,Kingston,Ontario,K7M 4X2,Canada,613-634-7776,http://www.overtimekingston.com,,10,10,Overtime Sports Bar is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Private,Independent,,,,,Restaurants and Bars,722511,Full-Service Restaurants,,
Oxford Learning Centre Kingston East,,235 Gore Rd,Kingston,Ontario,K7L 0C3,Canada,613-549-7327,http://www.oxfordlearning.com,"75,026.073",1,1,"Oxford Learning Centre Kingston East is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling.",Private,Independent,,,,,Miscellaneous Educational Services,611691,Exam Preparation and Tutoring,,
Oxford Seminars International Inc,,310 Bagot St Suite 201,Kingston,Ontario,K7K 3B5,Canada,613-531-4443,,"1,700,590.80",18,18,"Elementary and secondary schools furnishing academic courses, ordinarily for kindergarten through grade 12. Included in this industry are parochial schools and military academies furnishing academic courses for kindergarten through grade 12, and secondary schools which furnish both academic and technical courses.",Private,Independent,,,,,Primary and Secondary Education,611110,Elementary and Secondary Schools,,
"Oxlade, Dr Robert",,9 Stuart St,Kingston,Ontario,K7L 2V4,Canada,,,,3,3,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621111,Offices of Physicians (except Mental Health Specialists),,
Ozzie's Hair Design Salon,,109 Jean Worrell Cres,Kingston,Ontario,K7K 6T5,Canada,613-549-6147,,"27,009.385",1,1,"Ozzie's Hair Design Salon is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry.",Private,Independent,,,,,Personal Care Services,812112,Beauty Salons,,
Ozzy's Metal Magic,,671C Montreal St Suite C,Kingston,Ontario,K7K 3J3,Canada,,,"110,038.23",1,1,"Ozzy's Metal Magic is primarily engaged in all types of electroplating, plating, anodizing, coloring, and finishing of metals and formed products for the trade. Also included in this industry are establishments which perform these types of activities, on their own account, on purchased metals or formed products.",Private,Independent,,,,,Metal Products Manufacturing,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",,TRUE
P M G Plumbing And Heating Ltd,,2408 Perth Rd Suite 125,Glenburnie,Ontario,K0H 1S0,Canada,613-507-7060,http://www.pmgplumbing.com,"120,041.71",1,1,"P M G Plumbing And Heating Ltd is a special trade contractor primarily engaged in  plumbing, heating, air-conditioning, and similar work. Sheet metal work performed by plumbing, heating, and air-conditioning contractors in conjunction with the installation of plumbing, heating, and air-conditioning equipment is included.",Private,Independent,,,,,Specialty Construction Trade Contractors,238220,"Plumbing, Heating, and Air-Conditioning Contractors",,
P Quenneville Engineering Ltd,,42 Leroy Grant Dr Suite 202,Kingston,Ontario,K7K 6W8,Canada,613-583-1675,,"110,038.23",1,1,P Quenneville Engineering Ltd is primarily engaged in providing professional engineering services. Establishments primarily providing and supervising their own engineering staff on temporary contract to other firms are included in this industry.,Private,Independent,,,,,Architecture and Engineering,541330,Engineering Services,,
Pabellon Gastro Pub,,1185 Princess St Suite 1,Kingston,Ontario,K7M 3E1,Canada,,,,,,Nonclassifiable establishments,Private,Independent,,,,,Nonclassifiable Establishments,9999,Nonclassifiable Establishments,,
Pacific Link Communications Inc,Bell World,1040 Princess St,Kingston,Ontario,K7L 1H2,Canada,613-545-0226,,,6,6,"Pacific Link Communications Inc is primarily engaged in the retail sale of specialized lines of merchandise, not elsewhere classified, such as artists' supplies; orthopedic and artificial limbs; rubber stamps; pets; religious goods; and monuments and tombstones.",Private,Branch,Pacific Link Communications Inc,Canada,Pacific Link Communications Inc,Canada,Miscellaneous Store Retailers,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),,
Paddle Canada Inc,,83 Patrick St,Kingston,Ontario,K7K 3P2,Canada,613-547-3196,http://www.paddlingcanada.com,"220,076.46",1,1,"Paddle Canada Inc is primarily engaged in the retail sale of new and used motor boats and other watercraft, marine supplies, and outboard motors.",Private,Independent,,,,,Motor Vehicle and Parts Dealers,441222,Boat Dealers,,
Paddle Canada Pagayer Canada,Paddle Canada,Gd Lcd Main,Kingston,Ontario,K7L 4V5,Canada,888-252-6292,http://www.paddlingcanada.com,"160,055.61",1,1,"Paddle Canada Pagayer Canada is a membership organization, not elsewhere classified.",Nonprofit,Independent,,,,,Associations and Organizations,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",,
"Page Architect Inc, The",,128 Charles St Suite 1,Kingston,Ontario,K7K 1V7,Canada,,,,5,5,"Page Architect Inc, The is primarily engaged in providing professional architectural services.",Private,Independent,,,,,Architecture and Engineering,541310,Architectural Services,,
Pagelite,,2157 Bath Rd,Kingston,Ontario,K7M 4Y3,Canada,,,"160,055.61",2,2,"Pagelite is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis.",Private,Independent,,,,,Data Processing,518210,"Data Processing, Hosting, and Related Services",,
PageMail Inc,"PageMail Data, Div Of",120 Clarence St Suite 274,Kingston,Ontario,K7L 1X4,Canada,613-542-2787,,"760,264.16",10,10,"PageMail Inc is primarily engaged in furnishing telegraph and other nonvocal message communications services, such as cablegram, electronic mail, and facsimile transmission services.",Private,Independent,,,,,Wired Telecommunications Carriers,517110,Wired Telecommunications Carriers,Exports,
"Pain, Dr Peter",,348 Bagot St Suite 101,Kingston,Ontario,K7K 3B7,Canada,613-549-0866,,"130,045.18",2,2,Establishments of licensed practitioners having the degree of D.C. and engaged in the practice of chiropractic medicine. Establishments operating as clinics of chiropractors are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621310,Offices of Chiropractors,,
Paladin Technologies Inc,,303 Bagot St Suite 403,Kingston,Ontario,K7K 5W7,Canada,613-344-0055,http://www.paladinsecurity.com,,4,4,"Paladin Technologies Inc is primarily engaged in providing detective, guard, and armored car services.",Private,Branch,Paladin Technologies Inc,Canada,Paladin Technologies Inc,Canada,Investigation and Security Services,561612,Security Guards and Patrol Services,,
