Company Name,Address Line 1,Postal Code,Phone,URL,Revenue (USD),Business Description
ABA Enterprises,745 Development Dr,K7M 4W6,613-547-8777,,82028.501,"ABA Enterprises is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
"Fletcher, R L Bicycle Repair",916 Portsmouth Ave,K7M 1W9,613-549-4853,,82028.501,"Fletcher, R L Bicycle Repair is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
1011615 Ontario Limited,2949 Frontenac Rd Rr 2,K0H 1X0,613-530-2970,,82028.501,"1011615 Ontario Limited is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
Rolling Thunder Audio & Security,1871 Radage Rd,K7P 2Y7,613-542-5198,,82028.501,"Rolling Thunder Audio & Security is primarily engaged in the repair of electrical and electronic equipment, not elsewhere classified, such as electrical household appliances and electrical and electronic industrial equipment."
Vinyl Magic,827 Selkirk Rd,K7P 1B7,613-532-1223,,82028.501,"Vinyl Magic is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
R And D Mobile Repair Ltd,1525 Centennial Dr,K7P 0K4,,,82028.501,"R And D Mobile Repair Ltd is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
Iron Art By Robert Aucoin,1196 Burega Lane,K0H 1M0,613-376-6359,http://www.ironartcanada.ca,82028.501,"Iron Art By Robert Aucoin is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
Greyling Owen J R P T,992 Redwood Cres,K7P 3C5,613-384-6222,,82028.501,"Greyling Owen J R P T is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
SGS Elevators Incorporated,351 Select Dr Unit 5,K7M 8R1,613-483-7471,,82028.501,"SGS Elevators Incorporated is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
1881440 Ontario Ltd,5062 Road 38,K0H 1V0,613-372-2333,,82028.501,"1881440 Ontario Ltd is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
Woodbury Repair,6 Creighton Dr,K0H 2H0,613-386-0505,http://www.woodburyrepair.ca,82028.501,"Woodbury Repair is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
DUERST ARCHITECTURAL BLACKSMITH STUDIO,12 Cataraqui St,K7K 1Z7,613-329-8096,,82028.501,"DUERST ARCHITECTURAL BLACKSMITH STUDIO is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
Eddie's Saw and Tool Sharpening,6298 Highway 2,K0H 2H0,613-386-3755,,82028.501,"Eddie's Saw and Tool Sharpening is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
Surf's Up Laundry and Cleaning Services,277 Bath Rd,K7M 2X6,613-542-2345,http://www.surfs-up.ca,82028.501,Surf's Up Laundry and Cleaning Services is primarily engaged in providing laundry and drycleaning services but which have the laundry and drycleaning work done by others. Establishments in this industry may do their own pressing or finishing work.
Motorcycles And More,660 Development Dr,K7M 4W7,613-384-1223,,82028.501,"Motorcycles And More is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair."
Kingston K O A,2039 Corduke's Rd,K7L 4V4,613-546-6140,,82028.501,"Kingston K O A is primarily engaged in providing overnight or short-term sites for recreational vehicles, trailers, campers, or tents."
Cut Vinyl Graphics,992 Johnson St,K7M 2N4,613-546-1192,http://www.cutgraphic.com,81028.156,"Cut Vinyl Graphics is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Clock Tower Beauty Salon,827 Norwest Rd,K7P 2N4,613-384-8116,,81028.156,"Clock Tower Beauty Salon is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
14 Theories Inc,945 Princess St,K7L 3N6,613-536-7192,http://www.webdesignkingston.com,81028.156,"14 Theories Inc is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Green Room Design Studio,760 Tanner Dr,K7M 9G7,613-767-9350,,81028.156,"Green Room Design Studio is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Modern Electrolysis Inc,388 King St E,K7K 2Y2,613-546-5722,http://www.advancedtherapeuticskincarecentre.com,81028.156,"Modern Electrolysis Inc is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Avenue Studio,198 Avenue Rd,K7M 1C6,613-545-3222,,81028.156,"Avenue Studio is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
L A Nails,945 Gardiners Rd Unit 43,K7M 7H4,613-384-2822,,81028.156,"L A Nails is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Nu Media Internet Inc,556 O'Connor Dr,K7P 1N3,613-389-9615,,81028.156,"Nu Media Internet Inc is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Sarah's Nails,1006 Princess St,K7L 1H2,613-542-6496,,81028.156,"Sarah's Nails is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Precision Colour Reproductions,4875 Boundary Rd,K0H 1V0,613-484-3126,,81028.156,"Precision Colour Reproductions is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
House Of Hair,2815 Princess St Unit D,K7P 2X2,613-389-6642,,81028.156,"House Of Hair is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Trade Secrets,945 Gardiners Rd Unit 18,K7M 7H4,,http://www.shopcataraquitowncentre.ca,81028.156,"Trade Secrets is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Serenity Spa & Hair,295 Brock St,K7L 1S5,613-547-8711,http://www.serenityspakingston.com,81028.156,"Serenity Spa & Hair is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Trade Secrets Beauty Shop,770 Gardiners Rd,K7M 3X9,613-384-3838,,81028.156,"Trade Secrets Beauty Shop is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Snip & Clip,730 Front Rd Suite 8,K7M 6P7,613-389-5177,,81028.156,"Snip & Clip is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Beauty Bar,316 Princess St,K7L 1B6,,,81028.156,"Beauty Bar is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Inter Kingston Web Design,80 Patrick St,K7K 3P1,613-536-7192,http://www.webdesignkingston.com,81028.156,"Inter Kingston Web Design is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Site Majic,23 Runnymede Rd,K7M 1Z8,613-547-3999,,81028.156,"Site Majic is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Envy Hair Studio,432 Princess St Suite 1,K7L 1C2,613-545-3689,http://www.envyhairstudio.ca,81028.156,"Envy Hair Studio is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
M.P. Nails Ltd,311 Bagot St,K7K 3B6,613-547-6497,,81028.156,"M.P. Nails Ltd is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
A Hair Hut,83 Aberfoyle Rd,K7M 7B5,613-547-2057,,81028.156,"A Hair Hut is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
PURENZ Web Consulting Group Inc,2 Gore St,K7L 2L1,613-542-4071,http://www.purelyinteractive.ca,81028.156,"PURENZ Web Consulting Group Inc is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Fusix Corporation,1724 Bath Rd Suite 209,K7M 4Y2,613-384-6610,http://www.fusix.com,81028.156,"Fusix Corporation is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Bellagio Hair And Skin Care Ltd,1046 Princess St,K7L 1H2,,,81028.156,"Bellagio Hair And Skin Care Ltd is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Tres Chic Hair Studio,637 Princess St Suite A,K7L 1E2,,,81028.156,"Tres Chic Hair Studio is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Quattro Hairstyling,945 Gardiners Rd,K7M 7H4,613-389-2936,,81028.156,"Quattro Hairstyling is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Accara Inc,443 Tanglewood Dr,K7M 7V6,613-634-9339,http://www.accara.ca,81028.156,"Accara Inc is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Webwoods Webpage Design,829 Norwest Rd Suite 114,K7P 2N3,866-237-0069,http://www.webwoods.com,81028.156,"Webwoods Webpage Design is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Dealer Avantage Inc,19 Runnymede Rd,K7M 1Z8,,,81028.156,"Dealer Avantage Inc is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Endalyon Corp,654 Rogers Side Rd,K7L 4V1,613-572-7953,,81028.156,"Endalyon Corp is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
SiteMagic Inc,6A Clarence St,K7L 5H8,888-887-8553,,81028.156,"SiteMagic Inc is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Silhouette Aesthetics & Hair Studio,477 Macdonnell St,K7K 4W5,613-544-1977,,81028.156,"Silhouette Aesthetics & Hair Studio is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
DCSun Internet Technologies,829 Norwest Rd Suite 829,K7P 2N3,888-375-7775,http://www.dcsun.com,81028.156,"DCSun Internet Technologies is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
My Extreme Nails,1300 Bath Rd,K7M 4X4,,,81028.156,"My Extreme Nails is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Canadian Internet Technologies Inc,427 Princess St Suite 220,K7L 5S9,613-389-6848,http://www.canadiandomain.ca,81028.156,"Canadian Internet Technologies Inc is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Harrison Electrolysis Salon,19 Prime St,K7K 3Y1,613-542-5595,,81028.156,"Harrison Electrolysis Salon is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Tammy's Country Hair Design,2849 Sunbury Rd,K0H 1X0,,,81028.156,"Tammy's Country Hair Design is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry."
Cdyweb,288 Phillips St,K7M 3A6,613-766-0663,http://www.cdyweb.com,81028.156,"Cdyweb is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
FirstPage Kingston,1054 Gardiners Rd,K7P 1R7,613-546-8241,http://www.firstpagekingston.com,81028.156,"FirstPage Kingston is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis."
Central Dental Laboratories,540 Armstrong Rd Suite C,K7M 7N8,613-546-3068,,80027.804,"Central Dental Laboratories is primarily engaged in making dentures, artificial teeth, and orthodontic appliances to order for the dental profession."
Zealmetal,190 Sydenham St,K7K 3M2,,http://www.zealmetal.com,80027.804,"Zealmetal is primarily engaged in manufacturing flatware (including knives, forks, and spoons), hollow ware, ecclesiastical ware, trophies, trays, and related products made of sterling silver; of metal plated with silver, gold, or other metal; of nickel silver; of pewter; or of stainless steel. This also includes manufacturing table flatware with blades and handles of metal."
"Lam, Kirby Od",265 Concession St Suite B,K7K 2B7,613-546-5744,,80027.804,Establishments of licensed practitioners having the degree of O.D. and engaged in the practice of optometry. Establishments operating as clinics of optometrists are included in this industry.
Istorm New Media,303 Bagot St Suite 208,K7K 5W7,613-547-5252,http://www.istorm.ca,80027.804,"Istorm New Media is primarily engaged in miscellaneous publishing activities, not elsewhere classified, whether or not engaged in printing."
"Macpherson, Brock",275 Bagot St Suite 205,K7L 3G4,613-544-2611,,80027.804,Establishments of licensed practitioners having the degree of O.D. and engaged in the practice of optometry. Establishments operating as clinics of optometrists are included in this industry.
Vision Dental Laboratory,774 Baker Cres,K7M 6P6,613-507-6425,http://www.visiondental.ca,80027.804,"Vision Dental Laboratory is primarily engaged in making dentures, artificial teeth, and orthodontic appliances to order for the dental profession."
Limestone Optometry,101 Clarence St,K7L 5S6,613-549-3555,http://www.limestoneoptometry.com,80027.804,Establishments of licensed practitioners having the degree of O.D. and engaged in the practice of optometry. Establishments operating as clinics of optometrists are included in this industry.
Kingston Eye Exam Clinic,101 Clarence St,K7L 5S6,613-549-3555,,80027.804,Establishments of licensed practitioners having the degree of O.D. and engaged in the practice of optometry. Establishments operating as clinics of optometrists are included in this industry.
"Fitzpatrick, Dr Ryan Od",1300 Bath Rd,K7M 4X4,613-546-7645,,80027.804,Establishments of licensed practitioners having the degree of O.D. and engaged in the practice of optometry. Establishments operating as clinics of optometrists are included in this industry.
M And E Rv Rentals And Sales,1341 Midland Ave Suite 240,K7P 2W5,613-387-2164,http://www.mandervrentals.com,79027.459,M And E Rv Rentals And Sales is primarily engaged in daily or extended-term rental of utility trailers and recreational vehicles.
Kingston Medical Arts Limited,800 Princess St Suite 200,K7L 5E4,613-545-0398,,79027.459,Kingston Medical Arts Limited is primarily engaged in daily or extended-term rental of utility trailers and recreational vehicles.
Inspector Homes,40 Fourth Ave,K7K 2K2,,,79027.459,"Inspector Homes is primarily engaged in the retail sale of women's clothing accessories and specialties, such as millinery, blouses, foundation garments, lingerie, hosiery, costume jewelry, gloves, handbags, and furs (including custom made furs)."
"Kiltmaker, The",704 Arlington Park Pl,K7M 7N7,613-634-4118,http://www.kiltmaker.com,79027.459,"Kiltmaker, The is primarily engaged in the retail sale of specialized lines of apparel and accessories, not elsewhere classified, such as uniforms, bathing suits, raincoats, riding apparel, sports apparel, umbrellas, wigs, and toupees. This industry also includes custom tailors primarily engaged in making and selling men's and women's clothing, except fur apparel."
Lawless Design,869 Danbury Rd,K7M 6G7,613-634-0788,,79027.459,"Lawless Design is primarily engaged in the retail sale of specialized lines of apparel and accessories, not elsewhere classified, such as uniforms, bathing suits, raincoats, riding apparel, sports apparel, umbrellas, wigs, and toupees. This industry also includes custom tailors primarily engaged in making and selling men's and women's clothing, except fur apparel."
J. E Design,957 Alpine Crt,K7P 1N8,613-543-0417,,79027.459,"J. E Design is primarily engaged in the retail sale of specialized lines of apparel and accessories, not elsewhere classified, such as uniforms, bathing suits, raincoats, riding apparel, sports apparel, umbrellas, wigs, and toupees. This industry also includes custom tailors primarily engaged in making and selling men's and women's clothing, except fur apparel."
Bombshell Customized T-Shirts & Makeup,253 Princess St,K7L 1B4,613-767-8931,,79027.459,"Bombshell Customized T-Shirts & Makeup is primarily engaged in the retail sale of specialized lines of apparel and accessories, not elsewhere classified, such as uniforms, bathing suits, raincoats, riding apparel, sports apparel, umbrellas, wigs, and toupees. This industry also includes custom tailors primarily engaged in making and selling men's and women's clothing, except fur apparel."
"Turney, Dr A M Dds",800 Princess St Suite 306,K7L 5E4,613-542-4603,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
Walrus Said Inc,728 Arlington Park Pl,K7M 8H9,613-384-6811,,78027.114,"Walrus Said Inc is primarily engaged in publishing, or in publishing and printing, books and pamphlets."
"Butler, Dr Shannon Dds",817 Bayridge Dr Suite 201,K7P 1T5,613-384-0090,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
"Sawchuk, Dr M.",887 Woodbine Rd,K7P 2X4,613-389-3311,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
"Todd, John A. Dentistry Professional Corporation",741 Bayridge Dr,K7P 2P2,613-384-5320,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
T-Jan Corp.,920 Gardiners Rd Suite 6,K7M 7N2,613-384-5321,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
Eclipse Health Facility Ltd,499 Days Rd,K7M 3R6,613-389-3202,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
"Chan, Dr Roy DDS",76 Stuart St,K7L 2V7,613-546-4933,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
"O'connor, Dr Emily Madeline",106 Deryaw Rd Unit 1,K0H 2N0,613-387-3120,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
Elfstone Press,198 Chelsea Rd,K7M 3Y8,613-328-9584,,78027.114,"Elfstone Press is primarily engaged in publishing, or in publishing and printing, books and pamphlets."
"Maley, Dr William Andrew Francis",387 Renda St,K7M 5X9,613-389-9694,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
"Johnston, Dr Edward E",76 Stuart St,K7L 2V7,613-544-5378,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
307681 Ontario Limited,829 Norwest Rd Suite 337,K7P 2N3,613-374-1243,http://www.hedgehogproductions.com,78027.114,"307681 Ontario Limited is primarily engaged in publishing, or in publishing and printing, books and pamphlets."
Cleaning Solutions 2000,1070 Gardiners Rd,K7P 1R7,613-384-0454,,78027.114,Cleaning Solutions 2000 is primarily engaged in drycleaning or dyeing apparel and household fabrics other than rugs.
King's Town Dental,2815 Princess St Suite 3,K7P 2X2,613-634-6004,http://www.kingstownsmiles.com,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
"McDougall, Dr Brian Dds",476 Cataraqui Woods Dr,K7P 0J4,613-384-4224,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
Kingston Dental Hygiene,656 Progress Ave,K7M 4W9,613-384-8833,http://www.kdhyg.com,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
"Klein, Dr Gary S Dds",842 Sandringham Pl,K7P 1N2,613-389-7677,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
Canex Mall Family Dental Office,29 Niagara Pk Drive,K7M 1G2,613-544-2111,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
Kingston Dentists,496 Discovery Ave,K7K 7E9,613-546-3456,http://www.greenwoodparkdentistry.com,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
"Smith, Dr Graeme N",76 Stuart St,K7L 2V7,613-548-2405,http://www.kgh.on.ca,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
Clergy St E Kingston,135 Clergy St E,K7K 3S2,613-542-7011,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
Artful Codger Press,10 Gordon St,K7M 3R9,,http://www.artfulcodgerpress.com,78027.114,"Artful Codger Press is primarily engaged in publishing, or in publishing and printing, books and pamphlets."
Kingston Dental Anaesthesia Clinic,544 Armstrong Rd,K7M 7N8,613-546-4814,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
Dental Emergency Helpline,800 Princess St Suite 311,K7L 5E4,,,78027.114,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry."
Boom Music & Media Inc,589 Walden Gate,K7M 8R5,613-384-8900,,77026.762,"Boom Music & Media Inc is primarily engaged in manufacturing electronic audio and video equipment for home entertainment (including automotive), such as television sets, radio broadcast receivers, tape players, phonographs, and video recorders and players. This also includes the  manufacturing of public address systems and music distribution apparatus."
A Move For Less,829 Norwest Rd,K7P 2N3,613-561-8905,http://www.amoveforless.com,77026.762,"A Move For Less is primarily engaged in furnishing both trucking and storage services, including household goods, within a single municipality, contiguous municipalities, or a municipality and its suburban areas."
